Product SKU,Warranty
RBPROM,
CSRX-REWARD2,"<div id=""how-to-text"">
<p>Apply a toner on a washed, clean face and neck. Follow up with few drops of a serum. Finish with a moisturiser.</p>
<p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p>
</div>
<div id=""ingredients-text"">
<p>Please refer to individual product page.</p><p>Ingredients are subject to change at the manufacturer’s discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
BNT0010-2,"<div id=""how-to-text""> <p>Apply a suitable amount to face and softly pat until fully absorbed. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>Camellia Sinensis Leaf Water(50%), Aqua (Water), Butylene Glycol, 1,2-Hexanediol, Glycerin, Pentylene Glycol, Sodium Hyaluronate, Centella Asiatica Extract, Houttuynia Cordata Extract, Camellia Sinensis Leaf Extract, Camellia Sinensis Seed Extract, Camellia Sinensis Root Extract, Salix Nigra (Willow) Bark Extract, Punica Granatum Fruit Extract, Betaine </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
SKSET02,
PUR020,"<div id=""how-to-text""><p>Gently tap cream around the eye area and wait a few minutes for the skin to absorb it before you apply makeup. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Centella Asiatica Extract (skin-conditioning agents), Water, Hydrogenated Poly(C6-14 Olefin) (skin-conditioning agents), Glycerin (humectants), Cetyl Ethylhexanoate (emollients), Caprylic/Capric Triglyceride (occlusive), Cetyl Alcohol (emulsifying agents), 1,2-Hexanediol (stabilizers), Butylene Glycol (humectants), Dipropylene Glycol (humectants), Methyl Trimethicone (skin-conditioning agents), Pentaerythrityl Tetraisostearate (skin-conditioning agents), Dipentaerythrityl Hexa C5-9 Acid Esters (skin-conditioning agents), Potassium Cetyl Phosphate (emulsifying agents), Sodium Hyaluronate (natural Moisturizing factor/ humectants), Butyrospermum Parkii (Shea) Butter (skin-conditioning agents), Panthenol (strengthens skin barrier), Palmitoyl Dipeptide-10 (improves skin's elasticity), Palmitoyl Tripeptide-1 (improves skin's elasticity), Palmitoyl Tetrapeptide-7 (improves skin's elasticity), Palmitoyl Hexapeptide-12 (improves skin's elasticity), Polyglyceryl-2 Stearate (emulsifiers), Asiaticoside(strengthens skin barrier), Asiatic Acid (strengthens skin barrier), Madecassic Acid (strengthens skin barrier), Stearic Acid (emulsifying agents), Glyceryl Stearate (emulsifying agents), Stearyl Alcohol (stabilizers), Macadamia Ternifolia Seed Oil (skin-conditioning agents), Limnanthes Alba (Meadowfoam) Seed Oil (skin-conditioning agents), Argania Spinosa Kernel Oil (skin-conditioning agents), Caprylyl Glycol (emollient), Cetearyl Olivate (emulsifying agents), Sorbitan Olivate (emulsifying agents), Green Tea extract (soothes skin), Pancratium Maritimum Extract, (skin-conditioning agents), Acetyl Glucosamine (skin conditioning agents), Ceramide NP (strengthens skin barrier), Acrylates/C10-30 Alkyl Acrylate Crosspolymer (viscosity increasing agent), Adenosine (improves wrinkles), Tromethamine (pH adjusters), Carbomer (viscosity increasing agents), Disodium EDTA (stabilizers), Lavandula Angustifolia (Lavender) Oil (skin-conditioning agents), Citrus Aurantium Bergamia (Bergamot) Fruit Oil (skin-conditioning agents) </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
PUR021,"<div id=""how-to-text""><p>Use1-2 times a week as a leave-on exfoliator. Suitable for your evening routine. Use as the last step in your routine. Apply an appropriate amount of BHA Gel and gently massage over the entire face. Avoid the eyes and mouth area. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Water(Solvent) ,Butylene Glycol(humectant) ,Artemisia Capillaris Leaf Extract(skin conditioning agents) ,Aloe Barbadensis Leaf Extract(skin conditioning agents) ,1,2-Hexanediol(preservative) ,Betaine Salicylate(exfoliating agent) ,Ammonium Acryloyldimethyltaurate/VP Copolymer (Thickening agent) ,Sodium Citrate(ph adjuster) ,Dipotassium Glycyrrhizate(skin conditioning agents) ,Ethylhexylglycerin (skin conditioning agents) ,Tromethamine(ph adjuster) ,Sodium Hyaluronate (skin conditioning agents), Melaleuca Alternifolia (Tea Tree) Leaf Extract(skin conditioning agents) </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
PUR022,"<div id=""how-to-text""><p>Wash and dry the targeted area you want to treat. Don't apply any skin treatments or moisturizers between the patch and your skin. Choose the right size patch and apply it directly to skin imperfection. Remove in the morning. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Hydrocolloid, Asiaticoside, Madecassic Acid, Asiatic Acid </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
BNT0015,"<div id=""how-to-text""><p>Apply a small amount to the palm of your hand and lather with water. Gently massage into your skin and rinse thoroughly with warm water. RECOMMENDATIONS: </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Aqua(Water), Myristic Acid, Glycerin, Lauric Acid, Palmitic Acid, Stearic Acid, Potassium Hydroxide, Butylene Glycol, Camellia Japonica Seed Oil, Sodium Lauroyl Glutamate, Sorbitan Olivate, Polyquaternium-10, Portulaca Oleracea Extract, Camellia Sinensis Leaf Extract, Centella Asiatica Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Chamomilla Recutita (Matricaria) Flower Extract, Polygonum Cuspidatum Root Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Scutellaria Baicalensis Root Extract, Althaea Rosea Root Extract, Aloe Barbadensis Leaf Extract, Propanediol, Hydrolyzed Pea Protein, Phytosterols, Lecithin, Olea Europaea (Olive) Fruit Oil, Squalane, Butyrospermum Parkii (Shea) Butter, Ceramide NP, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, Usnea Barbata (Lichen) Extract, 1,2 Hexanediol, Parfum </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
PUR023,"<div id=""how-to-text""><p>Apply daily as the last step of the skin routine. We highly recommend applying this product over SPF. RECOMMENDATIONS: </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>#21 Light Beige Water, Titanium dioxide (UV filters), Ethylhexyl Methoxycinnamate (UV filters), Cyclopentasiloxane (emollient), Butylene glycol (humectants), Ethylhexyl salicylate (UV filters), Cyclohexasiloxane (emollient), Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone (skin-conditioning agents), Niacinamide (brightening), Hydrogenated (C6-14 Olefin) (emollient), Zinc oxide (UV filters), mica (color stabilizers), Sodium chloride (viscosity increasing agents), Zinc stearate (color stabilizers), Dextrin Palmitate (viscosity increasing agents), Disteardimonium Hectorite (color stabilizers), Sorbitan Oleate (emulsifiers), Centella Asiatica Extract (strengthens skin barrier), Madecassic Acid (strengthens skin barrier), Asiaticoside (strengthens skin barrier), Asiatic Acid (strengthens skin barrier), ka Frill glycol (emollient), Triethoxycaprylylsilane (color stabilizers), Aluminium hydroxide (skin protectants), Allantoin (skin-conditioning agents), Panthenol (strengthens skin barrier), Glycerin (humectants), Caprylhydroxamic acid (product stabilizers), Dimethicone/Vinyl Dimethicone Crosspolyme (viscosity increasing agents), Adenosine (improves wrinkles), 1,2-Hexanediol (stabilizers), Tocopherol (antioxidants), Iron Oxides (CI 77492) (colorants), Iron Oxides (CI 77491) (colorants), Iron Oxides (CI 77499) (colorants), Ultramarines (CI 77007) (colorants) #23 Natural Beige Water, Titanium dioxide (UV filters), Ethylhexyl Methoxycinnamate (UV filters), Cyclopentasiloxane (emollient), Butylene glycol (humectants), Ethylhexyl salicylate (UV filters), Cyclohexasiloxane (emollient), Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone (skin-conditioning agents), Niacinamide (brightening), Hydrogenated (C6-14 Olefin) (emollient), Zinc oxide (UV filters), mica (color stabilizers), Sodium chloride (viscosity increasing agents), Zinc stearate (color stabilizers), Dextrin Palmitate (viscosity increasing agents), Disteardimonium Hectorite (color stabilizers), Sorbitan Oleate (emulsifiers), Centella Asiatica Extract (strengthens skin barrier), Madecassic Acid (strengthens skin barrier), Asiaticoside (strengthens skin barrier), Asiatic Acid (strengthens skin barrier), ka Frill glycol (emollient), Triethoxycaprylylsilane (color stabilizers), Aluminium hydroxide (skin protectants), Allantoin (skin-conditioning agents), Panthenol (strengthens skin barrier), Glycerin (humectants), Caprylhydroxamic acid (product stabilizers), Dimethicone/Vinyl Dimethicone Crosspolyme (viscosity increasing agents), Adenosine (improves wrinkles), 1,2-Hexanediol (stabilizers), Tocopherol (antioxidants), Iron Oxides (CI 77492) (colorants), Iron Oxides (CI 77491) (colorants), Iron Oxides (CI 77499) (colorants) #27 Sand Beige Water, Titanium dioxide (UV filters), Ethylhexyl Methoxycinnamate (UV filters), Cyclopentasiloxane (emollient), Butylene glycol (humectants), Ethylhexyl salicylate (UV filters), Cyclohexasiloxane (emollient), Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone (skin-conditioning agents), Niacinamide (brightening), Hydrogenated (C6-14 Olefin) (emollient), Zinc oxide (UV filters), mica (color stabilizers), Sodium chloride (viscosity increasing agents), Zinc stearate (color stabilizers), Dextrin Palmitate (viscosity increasing agents), Disteardimonium Hectorite (color stabilizers), Sorbitan Oleate (emulsifiers), Centella Asiatica Extract (strengthens skin barrier), Madecassic Acid (strengthens skin barrier), Asiaticoside (strengthens skin barrier), Asiatic Acid (strengthens skin barrier), ka Frill glycol (emollient), Triethoxycaprylylsilane (color stabilizers), Aluminium hydroxide (skin protectants), Allantoin (skin-conditioning agents), Panthenol (strengthens skin barrier), Glycerin (humectants), Caprylhydroxamic acid (product stabilizers), Dimethicone/Vinyl Dimethicone Crosspolyme (viscosity increasing agents), Adenosine (improves wrinkles), 1,2-Hexanediol (stabilizers), Tocopherol (antioxidants), Iron Oxides (CI 77492) (colorants), Iron Oxides (CI 77491) (colorants), Iron Oxides (CI 77499) (colorants) </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
CSRX039-2,"<div id=""how-to-text""> <p>You can use this toner to wipe away residue after cleansing and when you pat onto your skin. In addition, if your skin feels extra dry and heated, you can soak the cotton pads with this toner and use it as a toner sheet mask. Also, it can be used as a mist during the day when your skin feels dry. Lastly, you can wash&nbsp;your face with the&nbsp;toner&nbsp;when your skin stimulated with dryness. Just mix this toner and water by the ratio of 8:2, and rinse your face at the last of cleansing routine. Don't wipe your face with a towel just tap gently your skin until the product is absorbed. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>Water, Butylene Glycol, Glycerin, 1,2-Hexanediol, Allantoin, Panthenol, Sodium Hyaluronate, Pentylene Glycol, Sodium hyaluronate Crosspolymer, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Ethylhexylglycerin, Hydrolyzed Sodium Hyaluronate </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
CSRX029-1,"<div id=""how-to-text""> <p>1. After cleansing, soak a cotton pad with the toner and gently wipe across the face avoiding the eye and mouth area. 2. Gently pat the entire face for better absorption.</p> <p>&nbsp;</p> <p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>Actinidia Chinensis (Kiwi) Fruit Extract, Hylocereus Undatus Fruit Extract, Salix Alba (Willow) Bark Water, Pyrus Malus (Apple) Fruit Water, Butylene Glycol, Niacinamide, 1,2-Hexanediol, Ethyl Hexanediol, Sodium Lactate, Water, Glycolic Acid, Allantoin, Panthenol, Adenosine, Betaine Salicylate, Ascorbyl Glucoside</p> <p>&nbsp;</p> <p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
LGM011-2,"<div id=""how-to-text""> <p>Apply on a clean face. It can be used as a toner or essence. You may layer this product. Follow up with a serum and moisturiser as required.</p> <p></p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>Water, Butylene Glycol, Propanediol, Glycerin, 1,2-Hexanediol, Xanthan Gum, Glycereth-25 PCA Isostearate, Ethylhexyl Palmitate, Cetyl Ethylhexanoate, Ethylhexylglycerin, Adenosine, Polyglyceryl-10 Oleate, Disodium EDTA, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, Tricholoma Matsutake Extract, Hyaluronic Acid, Citrus Aurantium Dulcis (Orange) Oil, Rhododendron Chrysanthum Leaf Extract, Hydrolyzed Cicer Seed Extract, Hydrogenated Lecithin, Lavandula Angustifolia (Lavender) Oil, Geranium Maculatum Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Santalum Album (Sandalwood) Oil, Hydrolyzed Vegetable Protein, Rose Flower Oil, Maltodextrin, Chamomilla Recutita (Matricaria) Flower Oil, Palmitoyl Tripeptide-5, Styrax Benzoin Gum, Commiphora Myrrha Oil</p> <p></p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
URG0005-3,"<div id=""how-to-text""> <p>Massage 1-2 drops onto face after cleansing and applying a toner. Can be used alone, or added to your favourite moisturizer or a toner. TIP: Mix 1-3 drops of the Glow Oil Serum with the Rose Ceramide Cream.&nbsp;For radiant make-up mix the serum oil with your BB cream.</p> <p>RECOMMENDATIONS: </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>Helianthus Annuus (Sunflower) Seed Oil*, Simmondsia Chinensis (Jojoba) Seed Oil*, Prunus Amygdalus Dulcis (Sweet Almond) Oil*, Calendula Officinalis Flower Oil*, Citrus Nobilis (Mandarin Orange) Oil*, Tocopherol, Citrus Aurantium Amara (Bitter Orange) Flower Oil*, Chamomilla Recutita (Matricaria) Flower Oil, (*Organic ingredient)</p> <p></p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
BLT004,"<div id=""how-to-text""> <p>Spread a pea-sized amount of Pressed Serum all over the face and neck after cleansing and toning. Your usual serum can be used before the Pressed Serum if an extra boost of treatment is desired.</p> <p>&nbsp;</p> <p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>* Chaga Mushroom Extract minimises the look of fine lines and the appearance of rough skin. * Fermented Olive Oil locks in hydration without heaviness. * Fermented Argan Oil softens and hydrates * Meadowfoam Seed Oil nurtures and energises skin. Inonotus Obliquus (Mushroom) Extract 60%, Water, Glycerin, Diglycerin, 1,2-Hexanediol, Triethylhexanoin, Polyurethane-39, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Limnanthes Alba (Meadowfoam) Seed Oil, Olea Europaea (Olive) Fruit Oil, Argania Spinosa Kernel Oil, Candida Bombicola/Glucose/Methyl Rapeseedate Ferment, Citrus Medica Limonum (Lemon) Peel Oil, Cedrus Atlantica Bark Oil, Pelargonium Graveolens Flower Oil, Alteromonas Ferment Extract, Sparassis Crispa Extract, Hydrogenated Vegetable Oil, Hydrogenated Lecithin, Lecithin, Butylene Glycol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Polyacrylate-13, C12-16 Alcohols, Caramel, Palmitic Acid, Pentylene Glycol, Caprylyl Glycol, Polyisobutene, Glyceryl Acrylate/Acrylic Acid Copolymer, Potassium Hydroxide, Adenosine, Polysorbate 20, Disodium EDTA, Dipropylene Glycol, Methyldihydrojasmonate.</p> <p>&nbsp;</p> <p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
NGN007,"<div id=""how-to-text""> <p>Use as the second step of your double cleansing, after an oil cleanser. Pump one to two pumps and gently massage foam onto a damp face. Rinse well with lukewarm water. Follow with the remaining steps of your skincare routine. *Particles inside the solution are natural and safe. Can be used on its own as a morning cleanser.</p> <p>&nbsp;</p> <p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>Camellia Sinensis Leaf Water, Camellia Sinensis Leaf, Saponaria Officinalis Leaf Extract , Potassium Cocoyl Glycinate, Glycerin, Methylglucamine, Lauric Acid, Sapindus Trifoliatus Fruit Extract, C12-14 Pareth-12, Myristic Acid, Propylene Glycol, Olive Oil PEG-7 Esters, Cocamidopropyl Betaine, Peg-60 Hydrogenated Castor Oil, Ethylhexylglycerin, Caprylyl Glycol, Tropolone, Citric Acid, Trehalose, Allantoin, Acetyl Glucosamine, Moringa Pterygosperma Seed Extract, Plankton Extract, Vaccinium Myrtillus Fruit/Leaf Extract, Saccharum Officinarum(Sugar Cane) Extract, Acer Saccharum(Sugar Maple) Extract, Citrus Aurantium Dulcis(Orange) Fruit Extract, Citrus Medica Limonum(Lemon) Fruit Extract, Sodium Hyaluronate, Carica Papaya(Papaya) Fruit Water, Gypsophila Paniculata Root Extract, Panthenol, Argania Spinosa Kernel Oil, Niacinamide, Achillea Millefolium Extract, Gentiana Lutea Root Extract, Portulaca Oleracea Extract, Hamamelis Virginiana(Witch Hazel) Extract, Anthemis Nobilis Flower Extract, Tricholoma Matsutake Extract, Cordyceps Sinensis Extract, Citrus Paradisi (Grapefruit) Fruit Extract, Pisum Sativum (Pea) Extract, Glycine Soja (Soybean) Seed Extract, Vitis Vinifera (Grape) Fruit Extract, Saururus Chinensis Leaf/Root Extract , Arnica Montana Flower Extract , Artemisia Absinthium Extract , Broussonetia Kazinoki Bark Extract, Lactobacillus/Aspergillus/Prunus Mume Fruit Ferment Filtrate, Lactobacillus/Punica Granatum Fruit Ferment Extract, Lactobacillus/Soybean Ferment Extract, Lactobacillus/Nelumbo Nucifera Seed Ferment Filtrate, Aristotelia Chilensis Fruit Extract, Ribes Nigrum (Black Currant) Fruit Extract, Chrysanthemum Sibiricum Extract, Psidium Guajava Fruit Extract, Laminaria Japonica Extract, Caulerpa Lentillifera Extract, Hibiscus Esculentus Fruit Extract, Malva Sylvestris(Mallow) Extract, Malt Extract, Passiflora Edulis Fruit Extract, Averrhoa Carambola Fruit Extract, Chenopodium Quinoa Seed Extract, Dioscorea Japonica Root Extract, Forsythia Suspensa Fruit Extract, Laminaria Digitata Extract, Acorus Calamus Root Extract, Lithospermum Erythrorhizon Root Extract, Nelumbo Nucifera Flower Extract, Cucumis Sativus(Cucumber) Fruit Extract, Angelica Gigas Root Extract, Panax Ginseng Root Extract, Cornus Officinalis Fruit Extract, Schizandra Chinensis Fruit Extract, Asparagus Cochinchinensis Root Extract, Amber Extract, Pinus Densiflora Extract, Hydrolyzed Coral, Tremella Fuciformis(Mushroom) Extract, Sarcodon Aspratus Extract, Ledebouriella Seseloides Root Extract, Lepidium Meyenii Root Extract, Paeonia Lactiflora Root Extract, Citrus Junos Fruit Extract, Chaenomeles Sinensis Fruit Extract, Oryza Sativa(Rice) Bran Extract, Citrus Aurantium Dulcis(Orange) Flower Extract, Hippophae Rhamnoides Extract, Garcinia Mangostana Peel Extract, Magnolia Liliflora Flower Extract, Angelica Dahurica Root Extract, Angelica Archangelica Root Extract, Uncaria Tomentosa Extract, Lilium Tigrinum Extract, Laurus Nobilis Leaf Extract, Musa Sapientum(Banana) Fruit Extract, Cnidium Officinale Root Extract, Atractyloides Japonica Rhizome Extract, Salicornia Herbacea Extract, Mangifera Indica (Mango) Fruit Extract, Aloe Barbadensis Leaf Extract, Opuntia Ficus-Indica Extract, Swiftlet Nest Extract, Cocos Nucifera(Coconut) Fruit Extract, Honey Extract, Linum Usitatissimum(Linseed) Seed Extract, Agaricus Blazei Extract, Plumeria Rubra Flower Extract, Melissa Officinalis Leaf Extract, Cymbopogon Citratus Extract, Citrus Unshiu Peel Extract, Disodium EDTA, Carthamus Tinctorius (Safflower) Flower Extract, Gardenia Florida Fruit Extract, Fragrance</p> <p>&nbsp;</p> <p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
MSH004,"<div id=""how-to-text""> <p>It can be used after cleansing, after makeup application and to calm down irritated skin.</p> <p>For super sensitive skin in need of a treat, dampen a couple of cotton pads and place them on your face, sit back and relax for 10 minutes.</p> <p>Apply throughout the day on extra sensitive and dry skin.</p> <p>&nbsp;</p> <p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>100% Artemisia Annua Extract</p> <p>&nbsp;</p> <p>Ingredients are subject to change at the manufacturer&rsquo;s discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
MSH002,"<div id=""how-to-text""> <p>Apply a few drops of the essence onto cleansed and toned face and neck. Pat until fully absorbed. Follow on with a serum and moisturizer.</p> <p>&nbsp;</p> <p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>Yeast Ferment Extract, 1,2-Hexanediol, Niacianmide, Bifida Ferment Lysate, Oryza Sativa Extract(Rice), Pearl powder, Water, Diethoxyethyl Succinate, Propanediol, Sodium PCA, Ethylhexylglycerin, Adenosine, Polyaquaternium-51, Butylene Glycol, Vinegar, Glycerin, Ceramide Np, Cholesterol, Hydrogenated Lecithin, Xanthan Gum</p> <p>&nbsp;</p> <p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
CEL001,"<div id=""how-to-text""> <p>After cleansing and toning, apply a full dropper amount onto the face. Gently spread and press it into your skin until well absorbed and follow with your usual skincare regimen.</p> <p></p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>Morinda Citrifolia Fruit Extract, Butylene Glycol, Propanediol, Glycerin, 1,2-Hexanediol, Diethoxyethyl Succinate, Glyceryl Acrylate/Acrylic Acid Copolymer, Morinda Citrifolia Seed Oil, Ceramide NP, Olea Europaea (Olive) Fruit Oil, Butyrospermum Parkii (Shea) Butter, Squalane, Rosmarinus Officinalis (Rosemary) Leaf Oil, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract, Theobroma Cacao (Cocoa) Extract, Dextrin, Phytosphingosine, Cholesterol, Sodium Hyaluronate, Hydrogenated Lecithin, C12-13 Pareth-9, Sodium Polyacryloyldimethyl Taurate, Caprylic/Capric Triglyceride, Water, Allantoin, Adenosine, Disodium EDTA, Chlorphenesin</p> <p></p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
MSH003,"<div id=""how-to-text""> <p>After cleansing and toning, apply this serum at night after or in place of your essence, before moisturizing. Squirt a half-dropper into the palm of your hand and spread over your skin, patting in to aid absorption.</p> <p>&nbsp;</p> <p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>Bifida Ferment Lysate, Butylene Glycol, Glycerin, Propanediol, Betaine, Water, Niacinamide, Pentylene Glycol, 1,2-Hexandiol, Diethoxyethyl Succinate, Chondrus Crispus Extract, Squalane, Panthenol, Polyglyceryl-10 Laurate, Saccharum Officinarum (Sugarcane) Extract, Hydrogenated Lecithin, Carbomer, Tromethamine, Xanthan Gum, Polyquaternium-51, Ethylhexylglycerin, Adenosine, Dextrin, Theobroma Cacao (Cocoa) Extract, Beta Vulgaris (Beet) Root Extract, Brassica Oleracea Capitata (Cabbage) Leaf Extract, Daucus Carota Sativa (Carrot) Root Extract, Solanum Melongena (Eggplant) Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Disodium EDTA, Sodium Hyaluronate, Lactobacillus/Soybean Ferment Extract, Leuconostoc/Radish Root Ferment Filtrate, Bifida Ferment Filtrate, Lactobacillus Ferment, Lactobacillus Ferment Lysate, Lactobacillus/Acerola Cherry Ferment, Lactobacillus/Punica Granatum Fruit Ferment Extract, Pelargonium Graveolens Flower Oil, Helianthus Annuus (Sunflower) Seed Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Lavandula Angustifolia (Lavender) Oil, Lupinus Albus Seed Extract, Aspergillus Ferment, Swiftlet Nest Extract, Anthemis Nobilis Flower Oil, Santalum Album (Sandalwood) Oil, Tocopherol, Ceramide NP, Cholesterol</p> <p>&nbsp;</p> <p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
BOJ0005,"<div id=""how-to-text""><p>Pump 1-2 pumps onto a cotton pad and gently sweep across the face. Pat gently to help absorption. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Water, Prunus Mume Fruit Water, Glycolic Acid, Dipropylene Glycol, 1,2-Hexanediol, Pentylene Glycol, Chlorella Vulgaris Extract, Portulaca Oleracea Extract, Chondrus Crispus Extract, Sugarcane Extract, Rice Brand Water, Honey Extract, Panax Ginseng Root Extract, Polygonum Cuspidatum Root Extract, Glycerin, Propanediol, Tromethamine, Sodium PCA, Glucose, C12-14 Pareth-12, Butylene Glycol, Fructooligosaccharides, Fructose, Caprylyl Glycol, Ethylhexylglycerin, Sodium Phytate, Tocopherol, Ethyl Hexanediol </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
BOJ0006,"<div id=""how-to-text""><p>Apply on a clean face, after toner and or serum. Put the mask on your face and leave it for 15-20 minutes. Take off the mask and pat gently your skin for better absorption. Follow up with a moisturiser.</p></div><div id=""ingredients-text""><p>Water, Centella Asiatica Extract, Glycereth-26, Butylene Glycol, Niacinamide, 1,2-Hexanediol, Hydroxyacetophenone, Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Hydroxyethylcellulose, Carrageenan, Polyglyceryl-4 Caprate, Polyglyceryl-6 Caprylate, Adenosine, Ethylhexylglycerin, Disodium EDTA, Helianthus Annuus (Sunflower) Seed Oil, Panthenol, Artemisia Princeps Leaf Extract, Lycium Chinense Fruit Extract, Propandiol, Portulaca Oleracea Extract, Panax Ginseng Root Extract, Camellia Sinensis Leaf Extract, Anthemis Nobilis Flower Oil, Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
BOJ0007,
INK014,"<div id=""how-to-text""><p>Apply as the last step. Pat gently the skin until fully absorbed. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p></p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
CSRX009-2,"<div id=""how-to-text""> <p>After your double cleansing and toning, apply a small amount on to the skin and pat until absorbed. Follow on with an ampoule and finish with a moisturiser or sleeping pack.</p> <p></p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>Snail Secretion Filtrate, Betaine, Butylene Glycol, 1,2-Hexanediol, Sodium Hyaluronate, Panthenol, Arginine, Allantoin, Carbomer, Phenoxyethanol</p> <p></p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
